Totales Territoriales;Comunidades y Ciudades Autónomas;Ramas de actividad;Magnitud;periodo;Total
Total Nacional;12 Galicia;K. Actividades financieras y de seguros;Estructura porcentual;2020;3,4
Total Nacional;12 Galicia;K. Actividades financieras y de seguros;Estructura porcentual;2019;3,0
Total Nacional;12 Galicia;L. Actividades inmobiliarias;Valor;2021(P);6.252.919
Total Nacional;12 Galicia;L. Actividades inmobiliarias;Valor;2020;6.104.198
Total Nacional;12 Galicia;L. Actividades inmobiliarias;Valor;2019;6.098.915
Total Nacional;12 Galicia;L. Actividades inmobiliarias;Tasas de variación interanuales;2021(P);2,4
Total Nacional;12 Galicia;L. Actividades inmobiliarias;Tasas de variación interanuales;2020;0,1
Total Nacional;12 Galicia;L. Actividades inmobiliarias;Tasas de variación interanuales;2019;2,8
Total Nacional;12 Galicia;L. Actividades inmobiliarias;Estructura porcentual;2021(P);9,8
Total Nacional;12 Galicia;L. Actividades inmobiliarias;Estructura porcentual;2020;10,4
Total Nacional;12 Galicia;L. Actividades inmobiliarias;Estructura porcentual;2019;9,5
Total Nacional;12 Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2021(P);4.136.631
Total Nacional;12 Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2020;3.823.881
Total Nacional;12 Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2019;4.069.349
Total Nacional;12 Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2021(P);8,2
Total Nacional;12 Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2020;-6,0
Total Nacional;12 Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2019;7,7
Total Nacional;12 Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2021(P);6,5
Total Nacional;12 Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2020;6,5
Total Nacional;12 Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2019;6,3
Total Nacional;12 Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2021(P);11.367.441
Total Nacional;12 Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2020;11.195.912
Total Nacional;12 Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2019;11.013.186
Total Nacional;12 Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2021(P);1,5
Total Nacional;12 Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2020;1,7
Total Nacional;12 Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2019;4,1
Total Nacional;12 Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2021(P);17,8
Total Nacional;12 Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2020;19,1
Total Nacional;12 Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2019;17,1
Total Nacional;12 Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2021(P);2.203.537
Total Nacional;12 Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2020;2.139.745
Total Nacional;12 Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2019;2.662.703
Total Nacional;12 Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2021(P);3,0
Total Nacional;12 Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2020;-19,6
Total Nacional;12 Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2019;0,8
Total Nacional;12 Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2021(P);3,5
Total Nacional;12 Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2020;3,6
Total Nacional;12 Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2019;4,1
Total Nacional;12 Galicia;Valor añadido bruto total;Valor;2021(P);57.754.791
Total Nacional;12 Galicia;Valor añadido bruto total;Valor;2020;53.529.547
Total Nacional;12 Galicia;Valor añadido bruto total;Valor;2019;58.244.484
Total Nacional;12 Galicia;Valor añadido bruto total;Tasas de variación interanuales;2021(P);7,9
Total Nacional;12 Galicia;Valor añadido bruto total;Tasas de variación interanuales;2020;-8,1
Total Nacional;12 Galicia;Valor añadido bruto total;Tasas de variación interanuales;2019;3,1
Total Nacional;12 Galicia;Valor añadido bruto total;Estructura porcentual;2021(P);90,5
Total Nacional;12 Galicia;Valor añadido bruto total;Estructura porcentual;2020;91,2
Total Nacional;12 Galicia;Valor añadido bruto total;Estructura porcentual;2019;90,7
Total Nacional;12 Galicia;Impuestos netos sobre los productos;Valor;2021(P);6.081.093
Total Nacional;12 Galicia;Impuestos netos sobre los productos;Valor;2020;5.133.581
Total Nacional;12 Galicia;Impuestos netos sobre los productos;Valor;2019;5.975.631
Total Nacional;12 Galicia;Impuestos netos sobre los productos;Tasas de variación interanuales;2021(P);18,5
Total Nacional;12 Galicia;Impuestos netos sobre los productos;Tasas de variación interanuales;2020;-14,1
Total Nacional;12 Galicia;Impuestos netos sobre los productos;Tasas de variación interanuales;2019;0,7
Total Nacional;12 Galicia;Impuestos netos sobre los productos;Estructura porcentual;2021(P);9,5
Total Nacional;12 Galicia;Impuestos netos sobre los productos;Estructura porcentual;2020;8,8
Total Nacional;12 Galicia;Impuestos netos sobre los productos;Estructura porcentual;2019;9,3
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);63.835.884
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;58.663.128
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;64.220.115
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);8,8
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-8,7
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;2,9
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100,0
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100,0
Total Nacional;12 Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100,0
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);237.540.292
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;219.030.504
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;242.093.235
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);8,5
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-9,5
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;4,6
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100,0
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100,0
Total Nacional;13 Madrid, Comunidad de;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100,0
Total Nacional;13 Madrid, Comunidad de;A. Agricultura, ganadería, silvicultura y pesca;Valor;2021(P);162.499
Total Nacional;13 Madrid, Comunidad de;A. Agricultura, ganadería, silvicultura y pesca;Valor;2020;162.448
Total Nacional;13 Madrid, Comunidad de;A. Agricultura, ganadería, silvicultura y pesca;Valor;2019;151.583
Total Nacional;13 Madrid, Comunidad de;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2021(P);0,0
Total Nacional;13 Madrid, Comunidad de;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2020;7,2
Total Nacional;13 Madrid, Comunidad de;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2019;-18,6
Total Nacional;13 Madrid, Comunidad de;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2021(P);0,1
Total Nacional;13 Madrid, Comunidad de;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2020;0,1
Total Nacional;13 Madrid, Comunidad de;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2019;0,1
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2021(P);23.091.420
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2020;21.389.543
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2019;22.573.777
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2021(P);8,0
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2020;-5,2
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2019;5,2
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2021(P);9,7
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2020;9,8
Total Nacional;13 Madrid, Comunidad de;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2019;9,3
Total Nacional;13 Madrid, Comunidad de;C. - De las cuales: Industria manufacturera;Valor;2021(P);13.175.614
Total Nacional;13 Madrid, Comunidad de;C. - De las cuales: Industria manufacturera;Valor;2020;12.425.602
Total Nacional;13 Madrid, Comunidad de;C. - De las cuales: Industria manufacturera;Valor;2019;13.307.397
Total Nacional;13 Madrid, Comunidad de;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2021(P);6,0
Total Nacional;13 Madrid, Comunidad de;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2020;-6,6
Total Nacional;13 Madrid, Comunidad de;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2019;5,5
Total Nacional;13 Madrid, Comunidad de;C. - De las cuales: Industria manufacturera;Estructura porcentual;2021(P);5,5
Total Nacional;13 Madrid, Comunidad de;C. - De las cuales: Industria manufacturera;Estructura porcentual;2020;5,7
Total Nacional;13 Madrid, Comunidad de;C. - De las cuales: Industria manufacturera;Estructura porcentual;2019;5,5
Total Nacional;13 Madrid, Comunidad de;F. Construcción;Valor;2021(P);9.638.924
Total Nacional;13 Madrid, Comunidad de;F. Construcción;Valor;2020;9.543.051
Total Nacional;13 Madrid, Comunidad de;F. Construcción;Valor;2019;10.978.541
Total Nacional;13 Madrid, Comunidad de;F. Construcción;Tasas de variación interanuales;2021(P);1,0
Total Nacional;13 Madrid, Comunidad de;F. Construcción;Tasas de variación interanuales;2020;-13,1
Total Nacional;13 Madrid, Comunidad de;F. Construcción;Tasas de variación interanuales;2019;10,3
Total Nacional;13 Madrid, Comunidad de;F. Construcción;Estructura porcentual;2021(P);4,1
Total Nacional;13 Madrid, Comunidad de;F. Construcción;Estructura porcentual;2020;4,4
Total Nacional;13 Madrid, Comunidad de;F. Construcción;Estructura porcentual;2019;4,5
Total Nacional;13 Madrid, Comunidad de;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2021(P);47.266.462
